articles, LinearSVC(, window=1800, threshold=1.0
0 - margin: 0.000784313725490196, score: 0.505087132967 (+/- 0.0193296953991), precision: 0.509449082252, recall: 0.505087132967, classes: {1: 1862, -1: 1685}
1 - margin: 0.001568627450980392, score: 0.505087132967 (+/- 0.0193296953991), precision: 0.509449082252, recall: 0.505087132967, classes: {1: 1862, -1: 1685}
2 - margin: 0.0023529411764705885, score: 0.507627914379 (+/- 0.0197518002883), precision: 0.512279527847, recall: 0.507627914379, classes: {0: 1, 1: 1861, -1: 1685}
3 - margin: 0.003137254901960784, score: 0.506500358081 (+/- 0.0182696421173), precision: 0.510952502713, recall: 0.506500358081, classes: {0: 4, 1: 1859, -1: 1684}
4 - margin: 0.00392156862745098, score: 0.500868146734 (+/- 0.0201809795856), precision: 0.502891649754, recall: 0.500868146734, classes: {0: 19, 1: 1850, -1: 1678}
5 - margin: 0.004705882352941177, score: 0.495231956712 (+/- 0.0278391420192), precision: 0.491314825054, recall: 0.495231956712, classes: {0: 70, 1: 1825, -1: 1652}
6 - margin: 0.0054901960784313735, score: 0.491293069149 (+/- 0.0417257509319), precision: 0.482224127217, recall: 0.491293069149, classes: {0: 122, 1: 1799, -1: 1626}
7 - margin: 0.006274509803921568, score: 0.483120872125 (+/- 0.049906547906), precision: 0.503570604153, recall: 0.483120872125, classes: {0: 197, 1: 1765, -1: 1585}
8 - margin: 0.007058823529411765, score: 0.466484443383 (+/- 0.0520637430858), precision: 0.474979814862, recall: 0.466484443383, classes: {0: 265, 1: 1733, -1: 1549}
9 - margin: 0.00784313725490196, score: 0.452100740033 (+/- 0.056310537842), precision: 0.47289611056, recall: 0.452100740033, classes: {0: 334, 1: 1686, -1: 1527}
10 - margin: 0.008627450980392158, score: 0.434343916607 (+/- 0.0642815013308), precision: 0.452926501897, recall: 0.434343916607, classes: {0: 420, 1: 1647, -1: 1480}
11 - margin: 0.009411764705882354, score: 0.419392854301 (+/- 0.0570925967878), precision: 0.459314536346, recall: 0.419392854301, classes: {0: 512, 1: 1598, -1: 1437}
12 - margin: 0.010196078431372548, score: 0.414867510146 (+/- 0.045545501515), precision: 0.466347249961, recall: 0.414867510146, classes: {0: 601, 1: 1555, -1: 1391}
13 - margin: 0.010980392156862747, score: 0.402723004695 (+/- 0.0413434013852), precision: 0.467672193429, recall: 0.402723004695, classes: {0: 681, 1: 1511, -1: 1355}
14 - margin: 0.011764705882352941, score: 0.397070104241 (+/- 0.0285291806531), precision: 0.465909372562, recall: 0.397070104241, classes: {0: 766, 1: 1469, -1: 1312}
